Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Square Footage,Square Footage Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Phone,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
PS2 Athletics,https://www.ps2athleticsgrp.com/,Wayne,NJ,College / University,basketball; volleyball; futsal,Unclear,,,36000,"hletic Facility is your one-stop-shop for a complete training experience in NJ. With over 36,000 square feet of available field space, a full service gym, over-sized batting cages, regulation size b",,,,(973) 689-7700,jbini@ps2athleticsgrp.com,info@ps2athletics.com,,,,,,,ps2athleticsgrp.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.ps2athleticsgrp.com/ | https://www.ps2athleticsgrp.com/contact-us/ | https://www.ps2athleticsgrp.com/baseball-coaching-staff/ | https://www.ps2athleticsgrp.com/about-us/ | https://www.ps2athleticsgrp.com/our-facility/ | https://www.ps2athleticsgrp.com/facility-rental/,Playwright,https://ps2athleticsgrp.com,https://www.ps2athleticsgrp.com/,
Quora,https://www.quora.com/,,NJ,Unknown,squash,Unclear,,,,,,,,(916) 445-1254,,support@quora.com,,,,,,,quora.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.quora.com/ | https://www.quora.com/about/tos | https://www.quora.com/about/privacy | https://www.quora.com/about | https://help.quora.com/hc/en-us/requests/new | https://www.quora.com/about/languages | https://www.quora.com/about/your_ad_choices,Playwright,https://quora.com,https://www.quora.com/,
RB Tennis,https://rbtennis.net/,Mahwah,NJ,Racquet / Tennis Club,tennis,Unclear,,,,,,,,(201) 685-0033,,,,,,,,,rbtennis.net,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://rbtennis.net/ | https://rbtennis.net/junior-program/ | https://rbtennis.net/court-rental/ | https://rbtennis.net/about-us/ | https://rbtennis.net/contact/,Playwright,https://rbtennis.net,https://rbtennis.net/,
Rec It Volleyball,https://www.recitvolleyball.com/,South Plainfield,NJ,School,volleyball,Unclear,,,,,,,,(732) 520-3905,,info@recitvolleyball.com,,,,,,,recitvolleyball.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.recitvolleyball.com/ | https://www.recitvolleyball.com/about | https://www.recitvolleyball.com/meet-the-coaches | https://www.recitvolleyball.com/locations | https://www.recitvolleyball.com/contact,Playwright,https://recitvolleyball.com,https://www.recitvolleyball.com/,
Saddle River Valley Swim and Tennis Club,https://srvclub.com/,Saddle River,NJ,Racquet / Tennis Club,pickleball; tennis; basketball; volleyball; badminton,Unclear,,,,,Rob,Councilor,Manager,(732) 549-1001,,info@srvclub.com,rob@srvclub.com,rob.councilor@srvclub.com,robcouncilor@srvclub.com,rcouncilor@srvclub.com,r.councilor@srvclub.com,robc@srvclub.com,srvclub.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.",https://srvclub.com/ | https://srvclub.com/about-us/ | https://srvclub.com/staff/ | https://srvclub.com/membership/ | https://srvclub.com/membership-application/ | https://srvclub.com/swim-and-dive-teams/,Playwright,https://srvclub.com,https://srvclub.com/,
Saint Elizabeth University Athletics,https://seueagles.com/,Morristown,NJ,College / University,tennis; basketball; volleyball,Unclear,,,,,Dr.,Crosby,President,(973) 290-4985,,,dr@seueagles.com,dr.crosby@seueagles.com,drcrosby@seueagles.com,dcrosby@seueagles.com,d.crosby@seueagles.com,drc@seueagles.com,seueagles.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.",https://seueagles.com/ | https://seueagles.com/staff-directory | https://seueagles.com/Facilities/ | https://seueagles.com/sports/2014/11/3/Rentals | https://seueagles.com/sports/2022/7/6/contact-a-coach.aspx | https://seueagles.com/news/2026/5/11/general-saint-elizabeth-university-appoints-james-adams-as-director-of-athletics.aspx,Playwright,https://seueagles.com,https://seueagles.com/,
Seabright Lawn Tennis & Cricket Club,https://sltcc.org/,Rumson,NJ,Racquet / Tennis Club,tennis; squash,Unclear,5,"mbership to SLT&CC is available by sponsorship only. Seabright Lawn Tennis & Cricket Club 5 Tennis Court Lane Rumson, NJ 07760 Phone 732-934-2211 Email: communications@sltcc.org © 2026 Seabright",,,,,,(732) 934-2211,communications@sltcc.org,,,,,,,,sltcc.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://sltcc.org/ | https://sltcc.org/About_Us/Club_Traditions | https://sltcc.org/About_Us/History,Playwright,https://sltcc.org,https://sltcc.org/,
Seton Hall University (SHU),https://www.shu.edu/,South Orange,NJ,College / University,basketball,Unclear,,,,,,,,(973) 761-9000,,,,,,,,,shu.edu,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.shu.edu/ | https://www.shu.edu/academics/undergraduate-programs.html | https://www.shu.edu/graduate-affairs/graduate-programs.html | https://www.shu.edu/graduate-affairs/online-programs.html | https://www.shu.edu/academics/dual-degrees-and-graduate-programs-at-seton-hall.html | https://www.shu.edu/academics/certificate-programs.html | https://www.shu.edu/academics/education-specialist-programs.html,Playwright,https://shu.edu,https://www.shu.edu/,
Short Hills Club -,https://shorthillsclub.org/,Short Hills,NJ,Racquet / Tennis Club,tennis; squash,Unclear,,,,,,,,(973) 379-3100,,office@shorthillsclub.org,,,,,,,shorthillsclub.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://shorthillsclub.org/ | https://shorthillsclub.org/About_Us | https://shorthillsclub.org/About_Us/Guest_Information | https://shorthillsclub.org/About_Us/Guest_Information/Directions,Playwright,https://shorthillsclub.org,https://shorthillsclub.org/,
Sideout Sports,https://sosvolleyball.com/,Boonton,NJ,College / University,volleyball,Unclear,4,Sideout Sports gym is available to be rented for any sport or activity. The facility has 4 courts for use. Availability - pending staff coverage. General availability is as follows: Monda,,,,,,,,info@sosvolleyball.com,,,,,,,sosvolleyball.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://sosvolleyball.com/ | https://sosvolleyball.com/about/ | https://sosvolleyball.com/about/signup/ | https://sosvolleyball.com/about/contact-us/ | https://sosvolleyball.com/summerprograms/ | https://sosvolleyball.com/satelliteprograms/ | https://sosvolleyball.com/court-rentals/,Playwright,https://sosvolleyball.com,https://sosvolleyball.com/,
Sleepy Hollow Country Club,https://sleepyhollowcc.org/,,NJ,Country Club,tennis; squash,Unclear,,,,,,,,(914) 941-8070,,,,,,,,,sleepyhollowcc.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://sleepyhollowcc.org/ | https://sleepyhollowcc.org/web/pages/directions | https://sleepyhollowcc.org/web/pages/contact-us,Playwright,https://sleepyhollowcc.org,https://sleepyhollowcc.org/,
South Orange Performing Arts Center,https://www.sopacnow.org/,South Orange,NJ,School,pickleball,Unclear,,,,,Rich,Spector,General Manager,(973) 313-2787,rich@sopacnow.org,info@sopacnow.org,,,,,,,sopacnow.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.sopacnow.org/ | https://www.sopacnow.org/sopac-membership/ | https://www.sopacnow.org/about/ | https://www.sopacnow.org/our-team/ | https://www.sopacnow.org/rentals/ | https://www.sopacnow.org/contact/ | https://www.sopacnow.org/donate-now/,Playwright,https://sopacnow.org,https://www.sopacnow.org/,
SportKidz Academy,https://www.sportkidzacademy.com/,Fair Lawn,NJ,School,basketball; volleyball,Unclear,,,,,,,,(201) 790-3350,staff@sportkidzacademy.com,,,,,,,,sportkidzacademy.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.sportkidzacademy.com/ | https://www.sportkidzacademy.com/contact | https://www.sportkidzacademy.com/about,Playwright,https://sportkidzacademy.com,https://www.sportkidzacademy.com/,
Sports Squirts,https://sportssquirts.com/,,NJ,Unknown,tennis; basketball,Unclear,,,,,,,,(732) 563-2520,,,,,,,,,sportssquirts.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://sportssquirts.com/ | https://sportssquirts.com/about-sports-squirts | https://sportssquirts.com/sports-program-course-types | https://sportssquirts.com/find-a-class-near-me | https://sportssquirts.com/sports-options/see-sports-options,Playwright,https://sportssquirts.com,https://sportssquirts.com/,
Squash Advantage,https://www.squashadvantage.net/,Whippany,NJ,Racquet / Tennis Club,squash,Unclear,,,,,,,,(973) 240-7167,,info@squashadvantage.net,,,,,,,squashadvantage.net,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.squashadvantage.net/ | https://www.squashadvantage.net/facilities/ | https://www.squashadvantage.net/lesson-rates-2/ | https://www.squashadvantage.net/adult-programs/ | https://www.squashadvantage.net/contact-us/,Playwright,https://squashadvantage.net,https://www.squashadvantage.net/,
Team Winfree Youth Foundation,https://www.teamwinfree.org/,Englewood,NJ,School,basketball; volleyball,Unclear,,,,,Juwann,Winfree,Founder,(201) 878-8385,teamwinfreeyouthfoundation@gmail.com,,,,,,,,teamwinfree.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.teamwinfree.org/ | https://www.teamwinfree.org/contact-us,Playwright,https://teamwinfree.org,https://www.teamwinfree.org/,
